letter,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
E,0.495059,0.683697,0.000985,0.480544,0.669017,0.00382,0.526738,0.629551,0.003659,0.535251,0.555792,0.009361,0.589371,0.560258,0.004186,0.501196,0.610573,-0.007829,0.533998,0.643035,0.018952,0.558161,0.602887,-0.007114,0.575212,0.53549,-0.020542,0.494036,0.630573,-0.002435,0.517556,0.654089,-0.001773,0.564502,0.617496,-0.010512,0.59677,0.574944,-0.007526,0.531081,0.685807,0.011256,0.566741,0.673889,0.000421,0.582429,0.621524,0.00919,0.601175,0.611631,-0.004279,0.522737,0.687051,0.001145,0.589749,0.679095,0.005261,0.616043,0.662743,-0.003642,0.628414,0.599259,-0.002903
O,0.496186,0.729476,-0.01667,0.489797,0.691,0.006998,0.471049,0.630692,-0.006781,0.453622,0.597982,-0.01433,0.440608,0.540729,-7e-05,0.493294,0.693982,-0.004494,0.493015,0.665712,0.003914,0.483058,0.59987,-0.007095,0.473078,0.559181,0.01415,0.492277,0.67331,0.011464,0.493941,0.609606,0.007241,0.516864,0.59633,-0.008859,0.479141,0.545695,-0.001922,0.548716,0.708833,-0.003916,0.509007,0.630647,0.010023,0.507829,0.591489,0.008482,0.521684,0.537717,0.005835,0.533804,0.695904,-0.002429,0.53278,0.626721,-0.000964,0.513519,0.593603,6.8e-05,0.564577,0.549885,-0.014675
B,0.487301,0.714562,-0.005722,0.454302,0.723627,0.007731,0.398267,0.733837,-0.000886,0.369732,0.718557,-0.009705,0.352036,0.744056,-0.003609,0.451109,0.715556,-0.022514,0.403898,0.71463,0.003491,0.349857,0.713152,0.011421,0.319215,0.710024,0.003651,0.435565,0.712476,-0.001745,0.406928,0.685897,-0.012478,0.372267,0.700388,0.006374,0.332528,0.67442,0.001198,0.411391,0.684249,-0.010856,0.408487,0.687348,-0.005395,0.361132,0.694793,-0.016539,0.331132,0.678234,0.009481,0.416699,0.656512,0.011042,0.421865,0.64492,-0.002795,0.389099,0.635161,-0.000457,0.324139,0.659082,-0.009342
S,0.514391,0.757237,-0.008551,0.474246,0.682928,-0.000235,0.48736,0.676673,0.000237,0.472177,0.62701,0.000453,0.478514,0.606514,0.005003,0.499222,0.703262,-0.010199,0.469493,0.671537,0.003296,0.480094,0.611512,-0.000685,0.473854,0.579405,0.021997,0.513463,0.697155,-0.001981,0.517581,0.649601,-0.002297,0.512763,0.607468,-0.004688,0.498492,0.590857,0.003211,0.523257,0.685202,0.009796,0.553496,0.652868,0.014055,0.5018,0.612724,0.012698,0.569344,0.598495,0.017121,0.558068,0.65744,0.001308,0.535744,0.710442,-0.003613,0.561418,0.626916,-0.007695,0.539443,0.58037,-0.003444
Z,0.518873,0.684945,-0.013852,0.439122,0.716767,0.017927,0.41579,0.769862,-0.00171,0.376295,0.75548,-0.007245,0.335079,0.753654,-0.007505,0.462874,0.740772,0.001301,0.418414,0.712321,-0.004964,0.357087,0.7075,0.018573,0.311672,0.720219,0.00331,0.45837,0.673714,0.009429,0.433771,0.695827,-0.011649,0.359281,0.709044,0.016709,0.325885,0.68639,0.010608,0.453433,0.6918,-0.002925,0.402537,0.693521,-0.014222,0.391317,0.679117,0.003505,0.327463,0.678467,0.00929,0.449377,0.674297,0.00417,0.412555,0.65906,-0.006411,0.360201,0.657498,0.004297,0.371966,0.666889,0.004968
Q,0.518034,0.749785,0.03015,0.558696,0.696338,-0.001288,0.612831,0.706817,-0.00779,0.635063,0.718589,0.003683,0.673292,0.706501,0.002373,0.586978,0.716234,-0.006876,0.62398,0.729159,0.003435,0.660729,0.699027,0.002849,0.705156,0.717667,0.00445,0.5419,0.732889,-0.011367,0.609968,0.736847,0.014567,0.653373,0.731922,-0.005435,0.717955,0.730598,-0.001487,0.577335,0.766796,0.011063,0.587139,0.745889,-7.4e-05,0.656371,0.767674,0.003556,0.687836,0.739994,0.011286,0.578043,0.779313,-0.015699,0.612938,0.789891,-0.021424,0.653098,0.7839,0.018992,0.693992,0.78175,-0.009209
N,0.488407,0.69522,0.003996,0.538268,0.722505,-0.015259,0.59805,0.736903,0.002824,0.57997,0.778236,0.006651,0.642268,0.803008,0.018045,0.520718,0.731937,-0.000334,0.578162,0.742635,-0.008914,0.588182,0.772689,-0.016156,0.654849,0.828927,-0.015969,0.51795,0.74024,0.014472,0.530795,0.784961,-0.017355,0.576048,0.79886,0.007525,0.588611,0.82737,-0.002094,0.511714,0.767349,0.001273,0.529291,0.786319,-0.014699,0.54901,0.809623,0.001596,0.602045,0.844565,0.004363,0.504667,0.757622,-0.004595,0.497513,0.81091,0.001339,0.568802,0.821301,0.008743,0.586716,0.870266,-0.014139
L,0.494876,0.727249,-0.017712,0.484207,0.676078,-0.009486,0.506249,0.634632,-0.01248,0.533105,0.622598,-0.00323,0.576055,0.561873,-0.002277,0.511357,0.663844,-0.019982,0.551488,0.677368,-0.00046,0.568733,0.632295,-0.009899,0.577741,0.592981,0.011035,0.527012,0.69103,0.015027,0.568116,0.660282,-0.001519,0.582247,0.630911,0.003434,0.609542,0.616757,-0.006385,0.498332,0.694597,-0.007673,0.563622,0.680382,0.00482,0.573637,0.68316,-0.001654,0.583232,0.624777,0.009849,0.52863,0.724596,-0.001973,0.555804,0.695366,7.6e-05,0.588766,0.673086,0.016951,0.629373,0.634881,0.000498
B,0.526796,0.718719,0.004546,0.461003,0.76871,-0.008918,0.428446,0.780886,0.020065,0.398399,0.779715,0.005236,0.358185,0.786971,-0.000543,0.438562,0.73524,0.00186,0.410019,0.719827,-0.00493,0.363928,0.751485,0.017047,0.352509,0.716876,0.002071,0.449504,0.721991,-0.008231,0.437121,0.72833,-0.003206,0.389945,0.718743,0.017274,0.313855,0.723988,0.01243,0.456876,0.690309,0.001773,0.408582,0.689746,-0.010242,0.379715,0.666415,-0.006028,0.350755,0.692117,-0.004119,0.475863,0.701462,-0.007372,0.440452,0.651538,-0.008458,0.390415,0.68166,0.001191,0.355351,0.674754,0.007625
W,0.487715,0.683014,0.003231,0.516938,0.654097,-0.010384,0.562813,0.661673,0.005294,0.612085,0.667328,0.005092,0.631319,0.672977,0.005845,0.555038,0.686383,-0.007866,0.563535,0.678227,-0.003221,0.62706,0.685385,0.00233,0.644396,0.722764,-0.001709,0.519511,0.714617,0.015749,0.57786,0.696142,-0.011811,0.602826,0.717202,-0.008789,0.645031,0.70674,-0.013339,0.558159,0.723421,0.002399,0.558973,0.704786,0.001968,0.619629,0.711769,-0.007687,0.632682,0.704383,-0.018631,0.572338,0.755196,-0.008036,0.568524,0.746495,0.010789,0.601296,0.76461,0.013367,0.67725,0.764924,-0.005168
J,0.484648,0.718321,0.002873,0.467613,0.647464,-0.000155,0.458684,0.612331,-0.006252,0.45886,0.572847,-0.001624,0.460511,0.547718,-0.016819,0.491514,0.660912,0.001532,0.496874,0.631924,-0.000422,0.485323,0.569688,-0.007231,0.467883,0.526575,-0.001272,0.490751,0.662059,0.007232,0.504229,0.620239,0.001083,0.505002,0.580653,-0.009602,0.50905,0.527758,-0.013769,0.525854,0.677074,-0.010768,0.520058,0.631137,0.012632,0.531984,0.561805,-0.000207,0.516322,0.544955,0.00145,0.533365,0.63935,-0.009731,0.549342,0.63304,-0.005573,0.524098,0.5766,0.003608,0.543076,0.530087,0.003016
I,0.494487,0.70785,-0.010727,0.515225,0.671431,-0.002611,0.596692,0.623747,0.019788,0.623879,0.668596,0.009866,0.656986,0.646,0.003919,0.548425,0.688388,-0.004525,0.569309,0.674332,-0.006338,0.580473,0.69444,0.016499,0.632194,0.694446,0.002413,0.532497,0.731673,-0.004565,0.57923,0.693584,0.007399,0.628884,0.712334,0.00987,0.660613,0.729286,-0.005528,0.547382,0.759651,-0.020788,0.603765,0.761883,-0.013199,0.608563,0.723998,0.011695,0.642938,0.749281,-0.003793,0.538749,0.77569,-0.001908,0.54345,0.736669,0.00708,0.609267,0.735338,0.008552,0.684195,0.739635,0.003419
E,0.502009,0.700333,0.012738,0.496408,0.668311,-0.019176,0.512756,0.622931,0.003737,0.58306,0.60219,0.001661,0.566991,0.562651,-0.002262,0.528264,0.629935,-0.005077,0.557878,0.62561,-0.0033,0.591685,0.591674,0.004009,0.603417,0.5638,-0.023985,0.546907,0.678383,-0.007937,0.543404,0.644328,0.000338,0.591468,0.615039,-0.007801,0.610133,0.57354,-0.007126,0.569155,0.696746,-0.003665,0.581563,0.683664,-0.002892,0.601734,0.632748,0.009775,0.635399,0.600115,-0.003093,0.546345,0.697574,0.010928,0.577946,0.672108,-0.016203,0.623479,0.64376,0.013597,0.650346,0.597002,-0.005532
A,0.536735,0.704432,-0.003045,0.481102,0.736244,0.006827,0.424753,0.730169,-0.009454,0.389924,0.717721,0.01216,0.385053,0.766528,-0.000566,0.468483,0.692904,0.016075,0.418029,0.702692,-0.005661,0.427354,0.692246,0.011017,0.380805,0.704945,0.004655,0.458024,0.686123,-0.00215,0.402411,0.693677,0.003552,0.375704,0.666262,-0.007493,0.353167,0.682851,-0.009581,0.465987,0.672044,-0.004752,0.439503,0.664001,0.004572,0.39879,0.68037,0.00103,0.37444,0.686153,-0.014605,0.494934,0.674189,-0.009725,0.440627,0.642088,0.004408,0.408904,0.637407,0.013126,0.348254,0.645372,0.010236
F,0.525754,0.694273,-0.014124,0.539773,0.679285,-0.01358,0.605843,0.657368,0.006228,0.644791,0.658438,0.016187,0.71008,0.637234,-0.000891,0.56826,0.67317,0.004589,0.610811,0.67929,-0.004527,0.654062,0.707793,0.01788,0.68037,0.63966,-0.010243,0.591299,0.68015,0.000814,0.612536,0.703002,-0.002289,0.645654,0.672389,-0.000492,0.692374,0.692595,0.004492,0.563872,0.734008,-0.000133,0.639815,0.691996,-0.007258,0.634294,0.676675,-0.008618,0.687095,0.694793,0.009588,0.582965,0.721637,0.005888,0.601727,0.73113,-0.012312,0.6368,0.730778,-0.014137,0.683937,0.755526,0.012846
P,0.492832,0.679188,0.009585,0.51442,0.629332,-0.005427,0.535472,0.574812,0.005069,0.571204,0.509874,-0.021607,0.586653,0.547562,0.004685,0.541557,0.629568,-0.016969,0.557501,0.612537,-0.005729,0.586351,0.595614,0.000761,0.591496,0.585,0.000777,0.506185,0.650184,0.002428,0.549546,0.613394,0.006221,0.600505,0.604273,0.010678,0.607236,0.552117,0.006655,0.533215,0.695437,-0.007329,0.582837,0.61953,-0.001869,0.612533,0.637671,0.008678,0.645165,0.581232,-0.005102,0.56233,0.702698,-0.00399,0.621637,0.655978,-0.002093,0.626042,0.598619,-0.022879,0.645997,0.584722,0.001594
H,0.507958,0.692834,0.012671,0.551311,0.756205,0.000288,0.51976,0.800338,-0.000692,0.537546,0.840743,-0.006362,0.540785,0.908378,0.002855,0.500159,0.783936,-0.013666,0.514316,0.787949,-0.003061,0.54388,0.800051,-0.007235,0.492407,0.902978,0.01924,0.500635,0.785272,-0.028772,0.501001,0.814175,0.006223,0.488333,0.839368,-0.006732,0.500406,0.876967,0.003278,0.471598,0.755549,0.005009,0.476609,0.787727,0.02415,0.478259,0.83919,9.6e-05,0.473487,0.8559,-0.022203,0.486648,0.767672,0.003434,0.455073,0.799387,-0.017724,0.466552,0.822377,-0.015398,0.463487,0.888079,-0.003843
L,0.543791,0.784344,-0.010557,0.533011,0.672898,0.006694,0.562749,0.657425,-0.011207,0.578472,0.616996,0.013929,0.605666,0.598676,-0.00172,0.536672,0.68761,0.001167,0.558108,0.643918,-0.00206,0.58302,0.634928,0.004998,0.608634,0.630895,0.003436,0.561124,0.709635,-0.002206,0.596323,0.663682,0.007175,0.607536,0.66541,-0.001979,0.635002,0.621229,0.001404,0.563506,0.738379,-0.004413,0.572248,0.681398,-0.006301,0.634555,0.666011,-0.008345,0.66363,0.63679,-0.011378,0.571845,0.712989,0.002421,0.60598,0.698826,0.001071,0.651115,0.680256,0.012999,0.648379,0.661617,0.006133
A,0.494405,0.670591,0.001663,0.445507,0.705559,0.004216,0.425941,0.696597,0.017374,0.356233,0.701714,0.024272,0.322201,0.73377,0.008176,0.414667,0.695026,-0.005253,0.379749,0.666638,0.001023,0.368729,0.699074,-0.003058,0.307898,0.678411,-0.005552,0.42438,0.670165,-0.000229,0.386436,0.669733,-0.007603,0.359808,0.68082,0.001781,0.326958,0.648434,-0.003787,0.444027,0.662831,-0.01598,0.402263,0.67131,-0.001786,0.358454,0.659971,0.002471,0.329995,0.6543,0.001525,0.428139,0.630657,0.012531,0.396813,0.630685,-0.004915,0.371683,0.620394,0.009105,0.305821,0.617347,0.002059
U,0.483617,0.68914,0.006551,0.518152,0.596495,0.004605,0.577146,0.624104,0.011401,0.611647,0.598747,0.00537,0.660096,0.615428,0.01718,0.541236,0.655519,0.007772,0.566013,0.631483,0.005571,0.634497,0.659736,0.006558,0.650498,0.66505,0.011896,0.517829,0.664242,0.002356,0.55062,0.664628,-0.002428,0.620449,0.679186,0.005014,0.692467,0.680021,0.020003,0.528984,0.688679,0.017509,0.606045,0.677271,0.008154,0.63064,0.691437,0.002797,0.667863,0.677956,-0.00424,0.51593,0.70141,-0.013631,0.585881,0.71781,0.005009,0.595601,0.711432,-0.006208,0.650792,0.703961,-0.020042
D,0.516745,0.700785,-0.005023,0.44713,0.728213,0.003294,0.39223,0.733509,-0.014554,0.372626,0.765335,-0.00993,0.322747,0.724541,-0.002234,0.438575,0.715826,0.006372,0.425721,0.715917,-0.002713,0.363908,0.71121,0.005245,0.325412,0.707541,0.000119,0.492066,0.70762,0.013529,0.428657,0.681481,0.006124,0.400976,0.675838,0.000609,0.340041,0.699109,0.011666,0.455133,0.668342,0.03149,0.410902,0.650105,0.001392,0.369669,0.66816,-0.001192,0.30387,0.671988,0.002293,0.475878,0.653288,0.011563,0.442733,0.658575,0.004618,0.373158,0.660035,-0.003305,0.302887,0.6488,0.011393
O,0.492106,0.664533,0.004033,0.438286,0.663726,-0.005974,0.465461,0.573184,-0.014189,0.43914,0.528889,-0.0047,0.459021,0.484086,0.012537,0.471602,0.626886,-0.001712,0.493449,0.593536,0.008066,0.494044,0.538908,-0.01171,0.458778,0.516946,-0.003854,0.501119,0.622727,0.006449,0.467357,0.576396,0.014946,0.495358,0.528901,0.004767,0.499078,0.463977,0.011919,0.510766,0.640657,7.7e-05,0.525964,0.582249,-0.006332,0.510161,0.554025,0.005157,0.529354,0.483811,-0.007287,0.568659,0.615449,-0.023595,0.508438,0.599696,0.005809,0.538293,0.519638,-0.002001,0.542314,0.504604,-0.012797
Z,0.504819,0.667911,-0.011545,0.442461,0.748991,-0.004409,0.411961,0.704607,0.008402,0.338397,0.722306,0.016683,0.334435,0.727257,0.004541,0.447733,0.706629,-0.014103,0.412403,0.680732,-0.008248,0.37018,0.675758,-0.000396,0.289071,0.705138,0.002149,0.438721,0.690259,0.00636,0.395328,0.676157,-0.003077,0.367406,0.651768,-0.019029,0.330254,0.663797,-0.004794,0.454195,0.656163,0.002261,0.385641,0.65216,-0.003001,0.374607,0.665947,0.014851,0.341537,0.66932,-0.012717,0.429978,0.642079,-0.010273,0.404666,0.653963,0.019326,0.389666,0.636957,0.008623,0.335165,0.624394,0.005838
Q,0.469746,0.709802,-0.008073,0.515731,0.666267,-0.001653,0.553545,0.635625,-0.005328,0.598519,0.626517,0.004105,0.647681,0.650902,-0.019832,0.47779,0.672482,0.01781,0.577284,0.663361,-0.003411,0.586164,0.629975,0.001728,0.636743,0.695873,0.006535,0.517366,0.693519,-0.025607,0.558091,0.662642,0.006927,0.61361,0.697417,0.002814,0.646881,0.664763,0.000771,0.503975,0.702767,-0.002588,0.553403,0.692222,-0.007746,0.603557,0.712097,-0.012878,0.600522,0.689549,-0.022712,0.511918,0.725114,0.020477,0.553227,0.731297,-0.025403,0.620085,0.709326,-0.003196,0.615772,0.716739,0.008897
C,0.477497,0.684652,0.009414,0.465386,0.742933,0.001433,0.424924,0.727569,-0.001232,0.344828,0.746546,0.010126,0.310469,0.709887,0.019918,0.448134,0.692594,-0.003085,0.413392,0.724864,0.008088,0.388872,0.719649,0.004527,0.343103,0.701242,-0.005847,0.423561,0.700218,-0.007017,0.408561,0.690289,-0.00338,0.35868,0.703606,0.016224,0.318453,0.67704,0.019289,0.446095,0.660383,-0.003303,0.417567,0.667448,0.000935,0.345404,0.657071,0.011132,0.331032,0.68388,-0.017017,0.436015,0.653399,0.006709,0.435966,0.65176,-0.008918,0.35334,0.628647,0.013446,0.322443,0.639124,0.011472
P,0.489005,0.714357,-0.000183,0.484748,0.655222,0.009302,0.505349,0.628374,-0.009596,0.540281,0.592907,-0.011964,0.563874,0.542178,-0.011909,0.474754,0.650841,0.009071,0.525683,0.633392,0.000517,0.549777,0.627992,0.001538,0.584288,0.573105,0.006857,0.517349,0.629373,-0.000373,0.529533,0.64917,0.007484,0.550176,0.606913,0.00982,0.577934,0.614277,0.000978,0.506677,0.715941,0.010279,0.548869,0.673233,-0.011007,0.547769,0.613828,0.011704,0.604303,0.60142,-0.011674,0.52602,0.695945,0.004583,0.56532,0.671849,0.005691,0.575711,0.649182,-0.002399,0.631786,0.648512,0.005553
J,0.492097,0.674292,0.011566,0.454826,0.63037,0.013855,0.480155,0.623328,0.006408,0.448834,0.563011,0.018895,0.467148,0.517449,0.012607,0.496511,0.650909,0.00487,0.492571,0.599868,0.011549,0.475179,0.574289,-0.00735,0.449978,0.52969,-0.006607,0.484224,0.633526,0.000274,0.492811,0.592962,0.00092,0.49827,0.544714,0.012457,0.52768,0.530383,-0.02079,0.541976,0.661837,0.012262,0.529126,0.604151,-0.008809,0.524586,0.561199,-0.001941,0.478247,0.535894,-0.002426,0.52484,0.645639,0.010023,0.5722,0.624423,-0.028016,0.536392,0.55026,0.015014,0.545888,0.50956,0.007968
K,0.523739,0.692424,-0.006679,0.46968,0.633578,-0.008334,0.482962,0.614603,0.004187,0.484456,0.526514,0.002259,0.488895,0.51901,-0.001937,0.516642,0.639555,-0.012357,0.50408,0.607684,0.012698,0.508794,0.566994,0.010268,0.492773,0.513755,-0.006929,0.5196,0.610009,-0.007396,0.517844,0.590166,-0.004103,0.497454,0.553791,0.013585,0.533078,0.517029,-0.004037,0.533039,0.65,0.011121,0.560712,0.606954,0.011601,0.545966,0.564321,0.00376,0.524217,0.518323,0.000514,0.545638,0.64997,0.031136,0.565912,0.589032,-0.014542,0.540333,0.54343,0.004959,0.58467,0.499679,0.006425
I,0.481588,0.702029,-0.000923,0.551623,0.661887,0.003067,0.592916,0.658108,0.011358,0.611839,0.666895,0.001625,0.669037,0.657636,-0.003835,0.545513,0.677074,-0.006693,0.571264,0.670416,0.007659,0.621897,0.69026,0.013555,0.676925,0.67524,-0.000553,0.568171,0.674778,-0.004148,0.580561,0.697919,-0.003609,0.638719,0.692473,-6.9e-05,0.667558,0.705206,0.001325,0.585634,0.728496,-0.008218,0.595547,0.694228,-0.019063,0.632381,0.71426,-0.008712,0.694992,0.727949,0.014312,0.571691,0.7508,0.010103,0.592536,0.748533,0.001987,0.628969,0.760381,-0.001795,0.668716,0.75095,-0.001074
A,0.49854,0.715735,0.007577,0.458546,0.765821,-0.004063,0.417076,0.78618,0.006605,0.388358,0.773551,0.008489,0.305445,0.742949,-0.000495,0.416756,0.730757,0.008673,0.39182,0.74765,-0.013513,0.354393,0.755003,0.002085,0.326152,0.765223,0.012968,0.428645,0.73942,-0.006152,0.401534,0.71988,0.01073,0.344858,0.72643,0.00524,0.33397,0.716496,0.010034,0.431124,0.716858,0.003522,0.380796,0.705771,0.001793,0.356463,0.688608,-0.002402,0.300165,0.725013,-0.011283,0.431878,0.696825,0.00585,0.412601,0.702402,-0.003121,0.3461,0.692316,0.007963,0.316894,0.660668,0.012392
H,0.579149,0.703808,0.000784,0.604548,0.775478,-0.000206,0.566564,0.779866,0.003025,0.564098,0.854499,0.01115,0.59955,0.855009,0.014821,0.568942,0.725697,-0.005601,0.547582,0.801228,-0.003233,0.559759,0.840876,-0.011552,0.543349,0.862925,-0.014012,0.539807,0.773767,0.005058,0.547034,0.805579,0.010321,0.549644,0.85937,-0.000582,0.543495,0.898139,-0.005972,0.51377,0.735647,-0.000825,0.526407,0.812126,0.008548,0.528144,0.817472,-0.023635,0.533822,0.883978,0.001456,0.503916,0.754418,-0.020416,0.47939,0.819105,0.017486,0.492905,0.813555,-0.025265,0.48317,0.881046,0.011611
U,0.466413,0.708477,-0.012915,0.528143,0.685366,0.00303,0.594838,0.669925,-0.002545,0.592269,0.668414,0.003518,0.629142,0.660305,-0.004793,0.536951,0.672832,0.000689,0.555723,0.683914,-0.012497,0.569685,0.678191,0.010542,0.628965,0.683436,-0.012372,0.513424,0.682479,0.011116,0.558044,0.707015,0.004768,0.572719,0.685671,-0.0028,0.639706,0.673387,-0.011734,0.521691,0.747808,-0.010037,0.534522,0.696691,0.012369,0.602713,0.723314,0.003493,0.650071,0.705939,0.004798,0.510668,0.74602,0.00687,0.561868,0.754638,0.003851,0.617003,0.748979,-0.000467,0.654172,0.762011,0.003517
W,0.502801,0.665726,-0.00766,0.533751,0.653401,-0.007798,0.595123,0.62312,0.002615,0.613336,0.642697,-0.018808,0.670407,0.637936,-0.001093,0.540656,0.669519,0.003842,0.607278,0.678328,-0.004002,0.620967,0.653452,-0.013861,0.651397,0.69257,0.008007,0.560752,0.681303,-0.004621,0.567913,0.69936,-0.003704,0.63323,0.66659,0.010593,0.67904,0.681395,-0.003173,0.537873,0.682166,-0.019241,0.590818,0.693357,0.000504,0.648189,0.70387,-0.00662,0.690004,0.693826,-0.006717,0.536701,0.732965,-0.008361,0.569584,0.715706,0.005946,0.638715,0.72677,0.026877,0.665921,0.726115,-0.00821
N,0.487717,0.688918,0.004134,0.590765,0.734118,-0.000899,0.589967,0.738736,-5e-05,0.62199,0.792233,0.00139,0.662026,0.806978,0.000478,0.552452,0.713205,0.00585,0.559353,0.814416,-0.000192,0.598866,0.798729,-0.010458,0.65892,0.849304,0.008614,0.531899,0.739931,0.028055,0.567927,0.766346,0.010164,0.614784,0.816158,-0.011309,0.62564,0.843653,-0.002132,0.542353,0.755686,0.010087,0.559321,0.799878,0.00705,0.585435,0.831349,-0.024042,0.601269,0.848048,-0.004729,0.514181,0.771137,0.004486,0.536753,0.849868,-0.019731,0.557451,0.807928,-0.01146,0.58996,0.826202,-0.004215
W,0.518036,0.7377,-0.00238,0.550581,0.663103,0.00213,0.607496,0.669749,0.001913,0.665095,0.636676,0.002624,0.686453,0.694417,-0.014914,0.575018,0.68562,-0.006256,0.602807,0.707937,0.007743,0.633568,0.696109,-0.008868,0.696048,0.695865,-0.007685,0.572518,0.717466,-0.00607,0.620386,0.701518,0.006692,0.661584,0.726486,0.003896,0.690967,0.731682,-0.013246,0.594189,0.728899,0.00265,0.61186,0.731052,-0.009465,0.640165,0.727422,-0.020084,0.659465,0.758801,-0.008509,0.568695,0.753822,0.001158,0.614656,0.756481,-0.001315,0.638251,0.758843,0.009852,0.677624,0.760884,0.003452
H,0.450332,0.718013,-0.026384,0.506863,0.748646,0.011674,0.503829,0.799348,0.010453,0.508744,0.843033,-0.007399,0.502229,0.873403,0.016098,0.467277,0.745406,-0.008805,0.490808,0.803562,-0.011232,0.473678,0.826692,0.005922,0.483091,0.877264,0.001864,0.468917,0.775644,0.011701,0.445211,0.801001,-0.0087,0.474505,0.858825,0.003206,0.453664,0.86431,0.007767,0.435325,0.776064,-0.006024,0.412044,0.805446,-0.001139,0.41995,0.854994,-0.010961,0.45131,0.883762,-0.016405,0.428553,0.783506,0.013221,0.436063,0.808032,-0.004146,0.422959,0.838165,-0.003074,0.414754,0.895878,0.003838
E,0.497971,0.642262,-0.002601,0.51188,0.563332,0.019919,0.539389,0.547917,0.006203,0.553741,0.52043,0.00088,0.602844,0.504175,-0.009545,0.53458,0.613209,-0.009769,0.561731,0.58101,-0.005287,0.616798,0.530041,-0.001665,0.616743,0.51304,-0.006425,0.56681,0.598201,-0.005323,0.599999,0.587146,3.6e-05,0.610641,0.57328,0.009019,0.621949,0.513162,-0.00413,0.601531,0.619772,-0.006938,0.603231,0.570364,-0.001322,0.600341,0.561618,0.001031,0.64089,0.545174,0.014101,0.572972,0.648965,-0.006623,0.610386,0.609075,0.014935,0.621655,0.578722,0.000995,0.671925,0.549711,-0.011867
G,0.456974,0.70205,-0.013821,0.541296,0.713783,-0.006496,0.562205,0.759037,-0.001165,0.576389,0.753674,0.019243,0.573773,0.809139,-0.011801,0.508565,0.735194,0.002271,0.543374,0.725791,0.011295,0.570507,0.780804,-0.001025,0.585923,0.779065,0.014149,0.520192,0.762764,0.011906,0.541657,0.775832,0.000367,0.55234,0.815157,-0.010297,0.598409,0.837658,-0.000493,0.493002,0.769773,-0.003682,0.508209,0.76237,0.011581,0.546686,0.827437,0.016738,0.55821,0.853797,-0.007543,0.486397,0.762753,0.010984,0.516394,0.815606,0.014015,0.522972,0.830245,0.005767,0.541896,0.865361,0.009119
